'id','visitor_id','shop_id','zone_id','timestamp','current_location'
1674,35,10,2,'2024-11-12 19:12:53.781250','POINT (55.27867005963164 25.198071722957337)'
1675,35,0,'','2024-11-12 19:15:53.078125','POINT (55.27967736452078 25.198612048088872)'
1676,35,0,'','2024-11-12 19:18:52.375000','POINT (55.27849247211518 25.198806849768886)'
1677,35,10,2,'2024-11-12 19:21:51.671875','POINT (55.278658217992074 25.197880050079764)'
1678,35,10,2,'2024-11-12 19:24:50.968750','POINT (55.278138471924656 25.198119913604494)'
1679,35,0,'','2024-11-12 19:27:50.265625','POINT (55.280186772610264 25.19794272701705)'
1680,35,2,1,'2024-11-12 19:30:49.562500','POINT (55.278828952200534 25.19881354928415)'
1681,41,0,'','2024-09-21 14:24:56.000000','POINT (55.278332599999985 25.19883599999999)'
1682,41,0,'','2024-09-21 14:27:54.292683','POINT (55.279616187203146 25.198142409485033)'
1683,41,11,4,'2024-09-21 14:30:52.585366','POINT (55.27993378927114 25.19712489156152)'
1684,41,2,1,'2024-09-21 14:33:50.878049','POINT (55.27892857127373 25.198893841914757)'
1685,61,0,'','2024-09-13 16:06:57.000000','POINT (55.2805884 25.19755989999999)'
1686,61,2,1,'2024-09-13 16:09:57.055633','POINT (55.27871425493129 25.198922873392743)'
1687,61,0,'','2024-09-13 16:12:57.111266','POINT (55.278990088329884 25.19759150337689)'
1688,61,0,'','2024-09-13 16:15:57.166899','POINT (55.279274323256324 25.19828400616826)'
1689,61,3,1,'2024-09-13 16:18:57.222532','POINT (55.27934151545598 25.198777993572104)'
1690,61,3,1,'2024-09-13 16:21:57.278165','POINT (55.27935044168797 25.19882861935691)'
1691,61,1,6,'2024-09-13 16:24:57.333798','POINT (55.27908758835021 25.197682022360254)'
1692,61,4,3,'2024-09-13 16:27:57.389431','POINT (55.28004756710258 25.198411517529905)'
1693,61,5,3,'2024-09-13 16:30:57.445064','POINT (55.280198737175716 25.198110684772114)'
1694,61,0,'','2024-09-13 16:33:57.500697','POINT (55.28048067880743 25.19764068579852)'
1695,61,10,2,'2024-09-13 16:36:57.556330','POINT (55.27853064007444 25.19831992229038)'
1696,61,11,4,'2024-09-13 16:39:57.611963','POINT (55.27966779867634 25.19765839960247)'
1697,61,1,6,'2024-09-13 16:42:57.667596','POINT (55.27921307459868 25.198222640034757)'
1698,61,11,4,'2024-09-13 16:45:57.723229','POINT (55.27963718622583 25.197375196125165)'
1699,61,4,3,'2024-09-13 16:48:57.778862','POINT (55.27997554125626 25.198203503599867)'
1700,61,10,2,'2024-09-13 16:51:57.834495','POINT (55.2784963459776 25.198104772253295)'
1701,61,2,1,'2024-09-13 16:54:57.890128','POINT (55.27888363146514 25.198809207254932)'
1702,61,11,4,'2024-09-13 16:57:57.945761','POINT (55.27968109814085 25.197501712998996)'
1703,61,0,'','2024-09-13 17:00:58.001394','POINT (55.27899462352285 25.198042897900766)'
1704,61,0,'','2024-09-13 17:03:58.057027','POINT (55.279605418900495 25.197982027344025)'
1705,61,11,4,'2024-09-13 17:06:58.112660','POINT (55.27989853961105 25.197360570743573)'
1706,61,0,'','2024-09-13 17:09:58.168293','POINT (55.27924682634318 25.198587284928916)'
1707,61,6,2,'2024-09-13 17:12:58.223926','POINT (55.27852191273889 25.198540955829376)'
1708,61,0,'','2024-09-13 17:15:58.279559','POINT (55.28009602519968 25.196963162667107)'
1709,61,0,'','2024-09-13 17:18:58.335192','POINT (55.279940430304116 25.197960629864017)'
1710,61,0,'','2024-09-13 17:21:58.390825','POINT (55.27918472311847 25.19826086984089)'
1711,61,2,1,'2024-09-13 17:24:58.446458','POINT (55.27883712828433 25.19872521040127)'
1712,61,4,3,'2024-09-13 17:27:58.502091','POINT (55.28008199542243 25.198146537519968)'
1713,61,0,'','2024-09-13 17:30:58.557724','POINT (55.28029388985582 25.19791893450511)'
1714,61,0,'','2024-09-13 17:33:58.613357','POINT (55.27871225866962 25.198687233750537)'
1715,61,11,4,'2024-09-13 17:36:58.668990','POINT (55.27952737658153 25.197592887744594)'
1716,61,11,4,'2024-09-13 17:39:58.724623','POINT (55.280065067906186 25.197091369716365)'
1717,61,0,'','2024-09-13 17:42:58.780256','POINT (55.278887449292476 25.198505030607876)'
1718,61,11,4,'2024-09-13 17:45:58.835889','POINT (55.279586507435226 25.197563659477343)'
1719,61,5,3,'2024-09-13 17:48:58.891522','POINT (55.280402727139915 25.19808766625432)'
1720,61,0,'','2024-09-13 17:51:58.947155','POINT (55.279560058695225 25.198305497706436)'
1721,61,0,'','2024-09-13 17:54:59.002788','POINT (55.27814494263919 25.198560672517914)'
1722,61,10,2,'2024-09-13 17:57:59.058421','POINT (55.278392188147706 25.19829761514862)'
1723,61,4,3,'2024-09-13 18:00:59.114054','POINT (55.27999807944731 25.198268020325145)'
1724,61,2,1,'2024-09-13 18:03:59.169687','POINT (55.27855734773623 25.19904834574009)'
1725,61,8,4,'2024-09-13 18:06:59.225320','POINT (55.2800099842995 25.19762291607669)'
1726,61,1,6,'2024-09-13 18:09:59.280953','POINT (55.27931333856101 25.19785330643576)'
1727,61,11,4,'2024-09-13 18:12:59.336586','POINT (55.2797112156819 25.197620665335698)'
1728,61,10,2,'2024-09-13 18:15:59.392219','POINT (55.27850674699863 25.198173438449718)'
1729,61,0,'','2024-09-13 18:18:59.447852','POINT (55.27916950684358 25.19829945382878)'
1730,61,0,'','2024-09-13 18:21:59.503485','POINT (55.27974583453019 25.198370498275455)'
1731,61,9,4,'2024-09-13 18:24:59.559118','POINT (55.280019692465174 25.197614293917113)'
1732,61,9,4,'2024-09-13 18:27:59.614751','POINT (55.28015779113103 25.19753772759749)'
1733,61,8,4,'2024-09-13 18:30:59.670384','POINT (55.27971838343691 25.19793038766743)'
1734,61,10,2,'2024-09-13 18:33:59.726017','POINT (55.27861708647633 25.19802424221647)'
1735,61,0,'','2024-09-13 18:36:59.781650','POINT (55.27859412605432 25.19870234057884)'
1736,61,1,6,'2024-09-13 18:39:59.837283','POINT (55.279349021730255 25.198086791303005)'
1737,61,11,4,'2024-09-13 18:42:59.892916','POINT (55.27987749517781 25.19722891132172)'
1738,61,10,2,'2024-09-13 18:45:59.948549','POINT (55.27870308392183 25.198038303314714)'
1739,61,0,'','2024-09-13 18:49:00.004182','POINT (55.28006709819751 25.19789796014525)'
1740,61,7,2,'2024-09-13 18:52:00.059815','POINT (55.278763105313836 25.19847095393549)'
1741,61,10,2,'2024-09-13 18:55:00.115448','POINT (55.27824598676239 25.19825141876079)'
1742,61,10,2,'2024-09-13 18:58:00.171081','POINT (55.27814680867381 25.198345017123795)'
1743,61,10,2,'2024-09-13 19:01:00.226714','POINT (55.27805298646815 25.198294803472532)'
1744,61,2,1,'2024-09-13 19:04:00.282347','POINT (55.27885606336142 25.19885627648958)'
1745,61,3,1,'2024-09-13 19:07:00.337980','POINT (55.279128074478045 25.198779211630935)'
1746,61,3,1,'2024-09-13 19:10:00.393613','POINT (55.278964407423445 25.198648390701116)'
1747,61,5,3,'2024-09-13 19:13:00.449246','POINT (55.280286045932016 25.19808904537021)'
1748,61,8,4,'2024-09-13 19:16:00.504879','POINT (55.27994379460815 25.197815469046052)'
1749,61,11,4,'2024-09-13 19:19:00.560512','POINT (55.27958696748336 25.1973881043443)'
1750,61,5,3,'2024-09-13 19:22:00.616145','POINT (55.28024226476458 25.19805732285778)'
1751,61,2,1,'2024-09-13 19:25:00.671778','POINT (55.27867308943539 25.1989555938053)'
1752,61,0,'','2024-09-13 19:28:00.727411','POINT (55.279466946716724 25.19795384656718)'
1753,61,11,4,'2024-09-13 19:31:00.783044','POINT (55.27994073969764 25.19718621452598)'
1754,61,10,2,'2024-09-13 19:34:00.838677','POINT (55.278246440393985 25.198449616565544)'
1755,61,0,'','2024-09-13 19:37:00.894310','POINT (55.279200849418174 25.198277209910703)'
1756,61,7,2,'2024-09-13 19:40:00.949943','POINT (55.27889278433449 25.198156687158964)'
1757,31,0,'','2024-02-02 14:05:12.000000','POINT (55.278332599999985 25.19883599999999)'
1758,31,4,3,'2024-02-02 14:08:12.039012','POINT (55.279805532699115 25.198319935100827)'
1759,31,0,'','2024-02-02 14:11:12.078024','POINT (55.278721215318754 25.197781453038203)'
1760,31,0,'','2024-02-02 14:14:12.117036','POINT (55.27902764300126 25.19853507720161)'
1761,31,0,'','2024-02-02 14:17:12.156048','POINT (55.27955659389779 25.198483699324793)'
1762,31,0,'','2024-02-02 14:20:12.195060','POINT (55.2792860034337 25.198538844120517)'
1763,31,6,2,'2024-02-02 14:23:12.234072','POINT (55.27825031653411 25.19852081459675)'
1764,31,10,2,'2024-02-02 14:26:12.273084','POINT (55.27848360433426 25.19833528664334)'
1765,31,11,4,'2024-02-02 14:29:12.312096','POINT (55.280135309954474 25.197184048026827)'
1766,31,11,4,'2024-02-02 14:32:12.351108','POINT (55.280054726268425 25.1970680839616)'
1767,31,11,4,'2024-02-02 14:35:12.390120','POINT (55.279560103646276 25.197513186291598)'
1768,31,6,2,'2024-02-02 14:38:12.429132','POINT (55.27849157244091 25.198535257777014)'
1769,31,0,'','2024-02-02 14:41:12.468144','POINT (55.27880356927451 25.19779335132897)'
1770,31,11,4,'2024-02-02 14:44:12.507156','POINT (55.28001750026009 25.197380915491046)'
1771,31,7,2,'2024-02-02 14:47:12.546168','POINT (55.27877236135175 25.198312819348015)'
1772,31,0,'','2024-02-02 14:50:12.585180','POINT (55.27854884167899 25.19870172708177)'
1773,31,4,3,'2024-02-02 14:53:12.624192','POINT (55.28005756925323 25.19849993170721)'
1774,31,0,'','2024-02-02 14:56:12.663204','POINT (55.27948566164232 25.19855662981015)'
1775,31,9,4,'2024-02-02 14:59:12.702216','POINT (55.28017636374668 25.197599902161148)'
1776,31,11,4,'2024-02-02 15:02:12.741228','POINT (55.2802450632874 25.19731561052705)'
1777,31,3,1,'2024-02-02 15:05:12.780240','POINT (55.279348365683674 25.1988724045093)'
1778,31,2,1,'2024-02-02 15:08:12.819252','POINT (55.278957231472695 25.198880721468228)'
1779,31,0,'','2024-02-02 15:11:12.858264','POINT (55.27938990403219 25.19755114093872)'
1780,31,0,'','2024-02-02 15:14:12.897276','POINT (55.27901106881853 25.198296167824548)'
1781,31,10,2,'2024-02-02 15:17:12.936288','POINT (55.278568815069 25.19781511105489)'
1782,31,5,3,'2024-02-02 15:20:12.975300','POINT (55.28050730363518 25.197767981943738)'
1783,31,2,1,'2024-02-02 15:23:13.014312','POINT (55.27853732987124 25.198936627934312)'
1784,31,4,3,'2024-02-02 15:26:13.053324','POINT (55.280065076643965 25.19824001501682)'
1785,31,4,3,'2024-02-02 15:29:13.092336','POINT (55.27988701069839 25.198395324262023)'
1786,31,4,3,'2024-02-02 15:32:13.131348','POINT (55.279967126988105 25.198161027497637)'
1787,31,4,3,'2024-02-02 15:35:13.170360','POINT (55.279926696886555 25.198518134060453)'
1788,31,10,2,'2024-02-02 15:38:13.209372','POINT (55.27820350851259 25.198092114812788)'
1789,31,1,6,'2024-02-02 15:41:13.248384','POINT (55.279345584537595 25.197760004070652)'
1790,31,0,'','2024-02-02 15:44:13.287396','POINT (55.2795185187269 25.197854561746233)'
1791,31,2,1,'2024-02-02 15:47:13.326408','POINT (55.27894867257737 25.199029809225646)'
1792,31,0,'','2024-02-02 15:50:13.365420','POINT (55.27838403441007 25.198849368326737)'
1793,31,8,4,'2024-02-02 15:53:13.404432','POINT (55.279900632913225 25.19772709707837)'
1794,31,0,'','2024-02-02 15:56:13.443444','POINT (55.2801020282037 25.197960234740655)'
1795,31,10,2,'2024-02-02 15:59:13.482456','POINT (55.27879348391421 25.198115839499497)'
1796,31,11,4,'2024-02-02 16:02:13.521468','POINT (55.279437687961234 25.197577389521715)'
1797,31,0,'','2024-02-02 16:05:13.560480','POINT (55.279239712179766 25.197561892124124)'
1798,31,11,4,'2024-02-02 16:08:13.599492','POINT (55.27978534685277 25.197239230954736)'
1799,31,3,1,'2024-02-02 16:11:13.638504','POINT (55.2791922748139 25.198990942705805)'
1800,31,10,2,'2024-02-02 16:14:13.677516','POINT (55.2787462427068 25.198127677994187)'
1801,31,1,6,'2024-02-02 16:17:13.716528','POINT (55.27926352205057 25.19819646897718)'
1802,31,8,4,'2024-02-02 16:20:13.755540','POINT (55.279982926528454 25.197637222118342)'
1803,31,4,3,'2024-02-02 16:23:13.794552','POINT (55.279895813869715 25.19831862575899)'
1804,31,2,1,'2024-02-02 16:26:13.833564','POINT (55.27881047076073 25.19884144387143)'
1805,31,0,'','2024-02-02 16:29:13.872576','POINT (55.279427826811414 25.198563809253198)'
1806,31,0,'','2024-02-02 16:32:13.911588','POINT (55.27932534964744 25.198528935698942)'
1807,31,4,3,'2024-02-02 16:35:13.950600','POINT (55.2802725586279 25.198304835271816)'
1808,31,0,'','2024-02-02 16:38:13.989612','POINT (55.27924786009854 25.198411921550807)'
1809,31,4,3,'2024-02-02 16:41:14.028624','POINT (55.280210983682274 25.1983983621477)'
1810,31,3,1,'2024-02-02 16:44:14.067636','POINT (55.27911149866991 25.198820600187695)'
1811,31,3,1,'2024-02-02 16:47:14.106648','POINT (55.2789749857759 25.19876210819734)'
1812,31,4,3,'2024-02-02 16:50:14.145660','POINT (55.27990627711158 25.198319079777907)'
1813,31,7,2,'2024-02-02 16:53:14.184672','POINT (55.27890424505297 25.198404328736707)'
1814,31,8,4,'2024-02-02 16:56:14.223684','POINT (55.27989431385788 25.197815580605027)'
1815,31,0,'','2024-02-02 16:59:14.262696','POINT (55.27883344562846 25.198552850906744)'
1816,31,2,1,'2024-02-02 17:02:14.301708','POINT (55.278926898729694 25.19912262065003)'
1817,31,10,2,'2024-02-02 17:05:14.340720','POINT (55.27835684277539 25.19806981281653)'
1818,31,0,'','2024-02-02 17:08:14.379732','POINT (55.279961721911796 25.19802543061212)'
1819,31,0,'','2024-02-02 17:11:14.418744','POINT (55.27955464302019 25.198229937054343)'
1820,31,0,'','2024-02-02 17:14:14.457756','POINT (55.27853235452362 25.198703746662577)'
1821,31,2,1,'2024-02-02 17:17:14.496768','POINT (55.278573310135705 25.199122752048513)'
1822,31,0,'','2024-02-02 17:20:14.535780','POINT (55.27950722394898 25.19876438097945)'
1823,31,0,'','2024-02-02 17:23:14.574792','POINT (55.27824282234862 25.198718364423865)'
1824,31,1,6,'2024-02-02 17:26:14.613804','POINT (55.27929040739595 25.197770455158093)'
1825,31,1,6,'2024-02-02 17:29:14.652816','POINT (55.27944671592604 25.197923905333813)'
1826,31,3,1,'2024-02-02 17:32:14.691828','POINT (55.279124557724415 25.19852984639935)'
1827,31,11,4,'2024-02-02 17:35:14.730840','POINT (55.27999388612137 25.197358841082178)'
1828,31,6,2,'2024-02-02 17:38:14.769852','POINT (55.278531116727144 25.198639401970635)'
1829,31,8,4,'2024-02-02 17:41:14.808864','POINT (55.27989755544824 25.197836221276155)'
1830,31,2,1,'2024-02-02 17:44:14.847876','POINT (55.278807364768895 25.198756844108303)'
1831,31,0,'','2024-02-02 17:47:14.886888','POINT (55.278109409015336 25.19850519476764)'
1832,31,11,4,'2024-02-02 17:50:14.925900','POINT (55.279494023167096 25.197593836585636)'
1833,31,0,'','2024-02-02 17:53:14.964912','POINT (55.27974069795632 25.19802729103485)'
1834,63,0,'','2024-04-10 11:41:38.000000','POINT (55.27968500000001 25.198719199999996)'
1835,63,0,'','2024-04-10 11:44:37.959569','POINT (55.28023655626442 25.197978876794842)'
1836,63,2,1,'2024-04-10 11:47:37.919138','POINT (55.27859252646476 25.1988562769426)'
1837,63,0,'','2024-04-10 11:50:37.878707','POINT (55.27828052936512 25.198769090740342)'
1838,63,6,2,'2024-04-10 11:53:37.838276','POINT (55.27828646293352 25.198648569764963)'
1839,63,0,'','2024-04-10 11:56:37.797845','POINT (55.27887502107797 25.197656262026246)'
1840,63,8,4,'2024-04-10 11:59:37.757414','POINT (55.27981064031858 25.1977031279298)'
1841,63,10,2,'2024-04-10 12:02:37.716983','POINT (55.27864220399398 25.19822721840944)'
1842,63,0,'','2024-04-10 12:05:37.676552','POINT (55.27974497683264 25.19813380302041)'
1843,63,11,4,'2024-04-10 12:08:37.636121','POINT (55.27980354690772 25.197134910577073)'
1844,63,2,1,'2024-04-10 12:11:37.595690','POINT (55.27870027793339 25.198934615736267)'
1845,63,11,4,'2024-04-10 12:14:37.555259','POINT (55.27959334030052 25.197660292138067)'
1846,63,1,6,'2024-04-10 12:17:37.514828','POINT (55.2793103761176 25.197799982612466)'
1847,63,0,'','2024-04-10 12:20:37.474397','POINT (55.27928912779015 25.19847105971865)'
1848,63,0,'','2024-04-10 12:23:37.433966','POINT (55.27916992511321 25.198497203651907)'
1849,63,7,2,'2024-04-10 12:26:37.393535','POINT (55.278734171160316 25.19843320351998)'
1850,63,8,4,'2024-04-10 12:29:37.353104','POINT (55.279653149652965 25.1977834561345)'
1851,63,1,6,'2024-04-10 12:32:37.312673','POINT (55.279403285686925 25.19802008097012)'
1852,63,10,2,'2024-04-10 12:35:37.272242','POINT (55.27806135173205 25.19837237729763)'
1853,63,0,'','2024-04-10 12:38:37.231811','POINT (55.27904815410046 25.198100563670486)'
1854,63,9,4,'2024-04-10 12:41:37.191380','POINT (55.28018410182769 25.197488966597643)'
1855,63,1,6,'2024-04-10 12:44:37.150949','POINT (55.27931712481916 25.198166805797484)'
1856,63,11,4,'2024-04-10 12:47:37.110518','POINT (55.279832062807984 25.197175925324437)'
1857,63,0,'','2024-04-10 12:50:37.070087','POINT (55.27905820072564 25.197592598123496)'
1858,63,11,4,'2024-04-10 12:53:37.029656','POINT (55.279715638633135 25.197194722732288)'
1859,63,11,4,'2024-04-10 12:56:36.989225','POINT (55.27969035297126 25.197196835980158)'
1860,63,0,'','2024-04-10 12:59:36.948794','POINT (55.27901102484702 25.198049070997534)'
1861,63,0,'','2024-04-10 13:02:36.908363','POINT (55.27877500635761 25.198633580829743)'
1862,63,0,'','2024-04-10 13:05:36.867932','POINT (55.28041609190531 25.197626370126777)'
1863,63,10,2,'2024-04-10 13:08:36.827501','POINT (55.2786975589575 25.198001856615768)'
1864,63,1,6,'2024-04-10 13:11:36.787070','POINT (55.279042806519136 25.19786230340882)'
1865,63,4,3,'2024-04-10 13:14:36.746639','POINT (55.27991514258631 25.198414118169335)'
1866,63,8,4,'2024-04-10 13:17:36.706208','POINT (55.27967629813328 25.197861655394973)'
1867,63,0,'','2024-04-10 13:20:36.665777','POINT (55.27984168086389 25.19848152563091)'
1868,63,11,4,'2024-04-10 13:23:36.625346','POINT (55.27997177882661 25.19736414726639)'
1869,63,0,'','2024-04-10 13:26:36.584915','POINT (55.27948012520081 25.198493832011092)'
1870,63,0,'','2024-04-10 13:29:36.544484','POINT (55.27878272767087 25.198601269755862)'
1871,63,7,2,'2024-04-10 13:32:36.504053','POINT (55.278681110780994 25.198346812982724)'
1872,63,0,'','2024-04-10 13:35:36.463622','POINT (55.28029386827373 25.197852160799545)'
1873,63,4,3,'2024-04-10 13:38:36.423191','POINT (55.28008033331436 25.19814950617389)'
1874,63,0,'','2024-04-10 13:41:36.382760','POINT (55.278976671382495 25.19848509976011)'
1875,63,0,'','2024-04-10 13:44:36.342329','POINT (55.27932652085041 25.19762704839789)'
1876,63,11,4,'2024-04-10 13:47:36.301898','POINT (55.279913699884744 25.197079236181068)'
1877,63,0,'','2024-04-10 13:50:36.261467','POINT (55.27960576077707 25.19832273187135)'
1878,63,0,'','2024-04-10 13:53:36.221036','POINT (55.278610726714625 25.197783228936377)'
1879,63,0,'','2024-04-10 13:56:36.180605','POINT (55.28019817089821 25.19781006598249)'
1880,63,9,4,'2024-04-10 13:59:36.140174','POINT (55.280546645282946 25.197516801498768)'
1881,63,10,2,'2024-04-10 14:02:36.099743','POINT (55.2784112360703 25.198335863451412)'
1882,63,1,6,'2024-04-10 14:05:36.059312','POINT (55.27933601598152 25.19812924024296)'
1883,63,10,2,'2024-04-10 14:08:36.018881','POINT (55.278165369298094 25.1982721224968)'
1884,63,0,'','2024-04-10 14:11:35.978450','POINT (55.27835864960901 25.19885656278654)'
1885,63,6,2,'2024-04-10 14:14:35.938019','POINT (55.27861501599345 25.19834058982933)'
1886,63,0,'','2024-04-10 14:17:35.897588','POINT (55.27974279331201 25.19851042944744)'
1887,63,11,4,'2024-04-10 14:20:35.857157','POINT (55.27961228830096 25.19775265870047)'
1888,63,0,'','2024-04-10 14:23:35.816726','POINT (55.27876788402759 25.197849236916024)'
1889,63,10,2,'2024-04-10 14:26:35.776295','POINT (55.27813044243977 25.198172815288626)'
1890,63,4,3,'2024-04-10 14:29:35.735864','POINT (55.27997477129673 25.19821938803632)'
1891,63,10,2,'2024-04-10 14:32:35.695433','POINT (55.27815007258864 25.198431927958183)'
1892,63,4,3,'2024-04-10 14:35:35.655002','POINT (55.28002969039866 25.198377845946673)'
1893,63,3,1,'2024-04-10 14:38:35.614571','POINT (55.27911317669997 25.198618516956863)'
1894,63,1,6,'2024-04-10 14:41:35.574140','POINT (55.279373342570125 25.198017876459275)'
1895,63,10,2,'2024-04-10 14:44:35.533709','POINT (55.27847508035352 25.19821058281026)'
1896,63,11,4,'2024-04-10 14:47:35.493278','POINT (55.27947183212377 25.197376459714132)'
1897,63,0,'','2024-04-10 14:50:35.452847','POINT (55.279592813312924 25.197861270572528)'
1898,63,10,2,'2024-04-10 14:53:35.412416','POINT (55.27865328168753 25.197948527109528)'
1899,63,3,1,'2024-04-10 14:56:35.371985','POINT (55.27890178582045 25.1986546902439)'
1900,63,5,3,'2024-04-10 14:59:35.331554','POINT (55.280487783129615 25.197851408346153)'
1901,63,9,4,'2024-04-10 15:02:35.291123','POINT (55.28020418978072 25.19770828138263)'
1902,63,6,2,'2024-04-10 15:05:35.250692','POINT (55.27828918871448 25.198720571264214)'
1903,63,6,2,'2024-04-10 15:08:35.210261','POINT (55.27849894408419 25.198658128532198)'
1904,63,3,1,'2024-04-10 15:11:35.169830','POINT (55.27893120633564 25.19872739355247)'
1905,63,11,4,'2024-04-10 15:14:35.129399','POINT (55.27998572603295 25.197514134220636)'
1906,63,1,6,'2024-04-10 15:17:35.088968','POINT (55.27913605901133 25.197928298425932)'
1907,63,0,'','2024-04-10 15:20:35.048537','POINT (55.278446404827484 25.198736451091904)'
1908,63,0,'','2024-04-10 15:23:35.008106','POINT (55.27951544647799 25.19824907351519)'
1909,63,0,'','2024-04-10 15:26:34.967675','POINT (55.2804742736535 25.19759479978163)'
1910,63,3,1,'2024-04-10 15:29:34.927244','POINT (55.27920056607759 25.198991697711577)'
1911,63,11,4,'2024-04-10 15:32:34.886813','POINT (55.27954818059097 25.197627549005723)'
1912,63,0,'','2024-04-10 15:35:34.846382','POINT (55.27978136442255 25.198027608281674)'
1913,63,0,'','2024-04-10 15:38:34.805951','POINT (55.279743666843366 25.19798766341705)'
1914,63,0,'','2024-04-10 15:41:34.765520','POINT (55.279039752083705 25.19818060898122)'
1915,63,8,4,'2024-04-10 15:44:34.725089','POINT (55.279597794946895 25.197832755623708)'
1916,63,4,3,'2024-04-10 15:47:34.684658','POINT (55.2800947027433 25.198395370593627)'
1917,63,0,'','2024-04-10 15:50:34.644227','POINT (55.27964974041266 25.198011273194034)'
1918,63,11,4,'2024-04-10 15:53:34.603796','POINT (55.279967130500744 25.197069135717122)'
1919,63,0,'','2024-04-10 15:56:34.563365','POINT (55.279255443894606 25.19847552912729)'
1920,63,0,'','2024-04-10 15:59:34.522934','POINT (55.27849639283658 25.198844464169913)'
1921,63,0,'','2024-04-10 16:02:34.482503','POINT (55.279940893790894 25.19789897829253)'
1922,63,1,6,'2024-04-10 16:05:34.442072','POINT (55.279207486377636 25.197676439581638)'
1923,63,11,4,'2024-04-10 16:08:34.401641','POINT (55.27994837267922 25.1975275064742)'
1924,63,11,4,'2024-04-10 16:11:34.361210','POINT (55.27968085912101 25.197613595989566)'
1925,63,10,2,'2024-04-10 16:14:34.320779','POINT (55.27840257902549 25.198003932887772)'
1926,63,4,3,'2024-04-10 16:17:34.280348','POINT (55.280154224077194 25.19807946712442)'
1927,63,0,'','2024-04-10 16:20:34.239917','POINT (55.279371552963305 25.198771520182873)'
1928,63,0,'','2024-04-10 16:23:34.199486','POINT (55.278878445262244 25.19777310294097)'
1929,63,11,4,'2024-04-10 16:26:34.159055','POINT (55.27992862489037 25.197107224011432)'
1930,63,11,4,'2024-04-10 16:29:34.118624','POINT (55.27935859722419 25.19745773195881)'
1931,63,2,1,'2024-04-10 16:32:34.078193','POINT (55.27869571038271 25.198751375978205)'
1932,63,0,'','2024-04-10 16:35:34.037762','POINT (55.27941993334458 25.197678334133265)'
1933,63,10,2,'2024-04-10 16:38:33.997331','POINT (55.278028752565234 25.19834352848366)'
1934,63,10,2,'2024-04-10 16:41:33.956900','POINT (55.27862251963535 25.197863386448294)'
1935,63,9,4,'2024-04-10 16:44:33.916469','POINT (55.28020515627604 25.19768806279328)'
1936,63,10,2,'2024-04-10 16:47:33.876038','POINT (55.278489589501284 25.19811899262329)'
1937,63,0,'','2024-04-10 16:50:33.835607','POINT (55.27909474857524 25.197528749731905)'
1938,63,10,2,'2024-04-10 16:53:33.795176','POINT (55.27810415078596 25.198430035567316)'
1939,63,0,'','2024-04-10 16:56:33.754745','POINT (55.2791458510097 25.198285343443853)'
1940,63,0,'','2024-04-10 16:59:33.714314','POINT (55.27979561915678 25.1986094985732)'
1941,63,0,'','2024-04-10 17:02:33.673883','POINT (55.279203933078904 25.198993961667675)'
1942,63,3,1,'2024-04-10 17:05:33.633452','POINT (55.279256713672375 25.198828693595917)'
1943,63,11,4,'2024-04-10 17:08:33.593021','POINT (55.27960563015864 25.19723750224386)'
1944,63,11,4,'2024-04-10 17:11:33.552590','POINT (55.27974611851694 25.19752252565632)'
1945,63,0,'','2024-04-10 17:14:33.512159','POINT (55.280290052461915 25.197721736385574)'
1946,63,8,4,'2024-04-10 17:17:33.471728','POINT (55.28001542865164 25.197790027505498)'
1947,63,0,'','2024-04-10 17:20:33.431297','POINT (55.279027190612474 25.19845553145225)'
1948,63,0,'','2024-04-10 17:23:33.390866','POINT (55.279916085717105 25.19800247112704)'
1949,63,10,2,'2024-04-10 17:26:33.350435','POINT (55.278246392529525 25.198499277693784)'
1950,63,7,2,'2024-04-10 17:29:33.310004','POINT (55.27877442421724 25.198316449296843)'
1951,63,11,4,'2024-04-10 17:32:33.269573','POINT (55.28020136070488 25.197270754980266)'
1952,63,10,2,'2024-04-10 17:35:33.229142','POINT (55.278652829488685 25.19817524756831)'
1953,63,0,'','2024-04-10 17:38:33.188711','POINT (55.27945625003647 25.197685133093767)'
1954,63,1,6,'2024-04-10 17:41:33.148280','POINT (55.279252533340106 25.197911366453077)'
1955,63,7,2,'2024-04-10 17:44:33.107849','POINT (55.27870165198697 25.19842623242173)'
1956,63,4,3,'2024-04-10 17:47:33.067418','POINT (55.27997990333632 25.198518212587857)'
1957,63,11,4,'2024-04-10 17:50:33.026987','POINT (55.279636424728615 25.19748030748318)'
1958,63,11,4,'2024-04-10 17:53:32.986556','POINT (55.279451266528845 25.19738313279417)'
1959,63,10,2,'2024-04-10 17:56:32.946125','POINT (55.278618927987885 25.19793254562188)'
1960,63,4,3,'2024-04-10 17:59:32.905694','POINT (55.27998597232637 25.198353743624423)'
1961,63,1,6,'2024-04-10 18:02:32.865263','POINT (55.279281756569205 25.197775177105516)'
1962,63,1,6,'2024-04-10 18:05:32.824832','POINT (55.279175961213646 25.197743048959335)'
1963,63,0,'','2024-04-10 18:08:32.784401','POINT (55.27960740254405 25.198164484370565)'
1964,63,9,4,'2024-04-10 18:11:32.743970','POINT (55.280470160371465 25.197523039634092)'
1965,63,4,3,'2024-04-10 18:14:32.703539','POINT (55.28001332563093 25.198290541434744)'
1966,63,0,'','2024-04-10 18:17:32.663108','POINT (55.280303653919 25.197758678504066)'
